date,octree,point_type,encoder,npoints,operation,kernel,radius,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule,l1d_miss,l2d_miss,l3_miss
2025-07-09-14:57:41,PCLOctree,Point,MortonEncoder3D,10000000,neighborsPCLOct,sphere,2,10000,random,5,3.49454,0.698908,0.701914,0.00659343,1,0.703522,80809,0,40,dynamic,32921037,33518167,16390742
2025-07-09-14:57:50,PCLOctree,Point,MortonEncoder3D,10000000,neighborsPCLOct,sphere,3,10000,random,5,7.8952,1.57904,1.58501,0.0109509,1,1.58505,179052,0,40,dynamic,67437648,70672031,38182814
2025-07-09-14:57:55,PCLKDTree,Point,MortonEncoder3D,10000000,neighborsPCLKD,sphere,0.5,10000,random,5,0.754872,0.150974,0.150809,0.00336123,1,0.149691,5014,0,40,dynamic,4692479,2719039,763317
2025-07-09-14:57:59,PCLKDTree,Point,MortonEncoder3D,10000000,neighborsPCLKD,sphere,1,10000,random,5,3.13512,0.627023,0.62576,0.00403387,1,0.625731,20205,0,40,dynamic,22114539,16672735,3941928
2025-07-09-14:58:15,PCLKDTree,Point,MortonEncoder3D,10000000,neighborsPCLKD,sphere,2,10000,random,5,13.6836,2.73671,2.73329,0.022589,1,2.72691,80809,0,40,dynamic,100086817,87392211,30119504
2025-07-09-14:58:54,PCLKDTree,Point,MortonEncoder3D,10000000,neighborsPCLKD,sphere,3,10000,random,5,32.2243,6.44487,6.44428,0.0486281,1,6.41108,179052,0,40,dynamic,231454709,213721720,88459687
2025-07-09-14:58:56,NanoflannKDTree,Point,MortonEncoder3D,10000000,neighborsNanoflann,sphere,0.5,10000,random,5,0.291151,0.0582302,0.0583394,0.000619719,1,0.0606079,5014,0,40,dynamic,3883082,3940530,1789633
2025-07-09-14:58:58,NanoflannKDTree,Point,MortonEncoder3D,10000000,neighborsNanoflann,sphere,1,10000,random,5,1.02308,0.204615,0.204778,0.00175892,1,0.206759,20205,0,40,dynamic,13318180,14202936,6358807
2025-07-09-14:59:03,NanoflannKDTree,Point,MortonEncoder3D,10000000,neighborsNanoflann,sphere,2,10000,random,5,4.14719,0.829438,0.831309,0.00677716,1,0.829461,80809,0,40,dynamic,41633979,47239786,23727946
2025-07-09-14:59:13,NanoflannKDTree,Point,MortonEncoder3D,10000000,neighborsNanoflann,sphere,3,10000,random,5,9.10928,1.82186,1.82078,0.0205065,1,1.81486,179052,0,40,dynamic,83067130,97864305,52649400
2025-07-09-14:59:19,Octree,Point,HilbertEncoder3D,10000000,neighborsPtr,circle,0.5,10000,random,5,1.8074,0.36148,0.358983,0.00639397,1,0.385789,13532,0,40,dynamic,11146093,14520131,7969659
2025-07-09-14:59:25,Octree,Point,HilbertEncoder3D,10000000,neighborsPtr,circle,1,10000,random,5,4.59451,0.918902,0.917232,0.00731625,1,0.947249,42070,0,40,dynamic,28599220,36729990,20156543
2025-07-09-14:59:40,Octree,Point,HilbertEncoder3D,10000000,neighborsPtr,circle,2,10000,random,5,12.2122,2.44243,2.34918,0.161682,1,2.69975,134518,0,40,dynamic,77694488,101894525,56736350
2025-07-09-15:00:06,Octree,Point,HilbertEncoder3D,10000000,neighborsPtr,circle,3,10000,random,5,21.7094,4.34189,4.33294,0.0278322,1,4.41432,268205,0,40,dynamic,152330076,201404098,114287414
