date,octree,point_type,encoder,npoints,operation,kernel,radius,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule,l1d_miss,l2d_miss,l3_miss
2025-07-09-14:36:31,PCLOctree,Point,NoEncoding,10000000,neighborsPCLOct,sphere,2,10000,random,5,2.3062,0.46124,0.461261,0.00499227,1,0.472349,32557,0,40,dynamic,18014745,15633548,6987173
2025-07-09-14:36:38,PCLOctree,Point,NoEncoding,10000000,neighborsPCLOct,sphere,3,10000,random,5,5.1521,1.03042,1.02436,0.0122822,1,1.02224,71234,0,40,dynamic,37623923,33221654,15809635
2025-07-09-14:36:44,PCLKDTree,Point,NoEncoding,10000000,neighborsPCLKD,sphere,0.5,10000,random,5,0.364991,0.0729981,0.0717346,0.00300131,1,0.0758842,2052,0,40,dynamic,1667548,775878,415358
2025-07-09-14:36:46,PCLKDTree,Point,NoEncoding,10000000,neighborsPCLKD,sphere,1,10000,random,5,1.19442,0.238883,0.23762,0.00265252,1,0.258275,8241,0,40,dynamic,7833240,4614357,1137066
2025-07-09-14:36:52,PCLKDTree,Point,NoEncoding,10000000,neighborsPCLKD,sphere,2,10000,random,5,4.95333,0.990665,0.992116,0.00474672,1,1.00961,32557,0,40,dynamic,35309887,27114935,5621031
2025-07-09-14:37:06,PCLKDTree,Point,NoEncoding,10000000,neighborsPCLKD,sphere,3,10000,random,5,11.4326,2.28652,2.29118,0.0118848,1,2.27245,71234,0,40,dynamic,83141603,68812391,19191001
2025-07-09-14:37:09,NanoflannKDTree,Point,NoEncoding,10000000,neighborsNanoflann,sphere,0.5,10000,random,5,0.283932,0.0567864,0.0566169,0.000577,1,0.0583036,2052,0,40,dynamic,1283435,1196600,748124
2025-07-09-14:37:10,NanoflannKDTree,Point,NoEncoding,10000000,neighborsNanoflann,sphere,1,10000,random,5,0.792188,0.158438,0.158752,0.00129662,1,0.159258,8241,0,40,dynamic,4348938,4347328,2159461
2025-07-09-14:37:14,NanoflannKDTree,Point,NoEncoding,10000000,neighborsNanoflann,sphere,2,10000,random,5,3.07596,0.615191,0.615145,0.00326937,1,0.613603,32557,0,40,dynamic,17069009,17949170,9040955
2025-07-09-14:37:22,NanoflannKDTree,Point,NoEncoding,10000000,neighborsNanoflann,sphere,3,10000,random,5,6.81987,1.36397,1.36535,0.00984997,1,1.35181,71234,0,40,dynamic,34046285,35627123,19975133
2025-07-09-14:37:26,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,circle,0.5,10000,random,5,0.734533,0.146907,0.145712,0.00261847,1,0.159849,5221,0,40,dynamic,4764922,6271176,3556507
2025-07-09-14:37:28,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,circle,1,10000,random,5,1.55134,0.310268,0.309997,0.00322654,1,0.31533,14950,0,40,dynamic,11149555,14171893,7860326
