date,octree,point_type,encoder,npoints,operation,kernel,radius,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule,l1d_miss,l2d_miss,l3_miss
2025-07-09-14:44:39,NanoflannKDTree,Point,NoEncoding,12219779,neighborsNanoflann,sphere,3,10000,random,5,0.216673,0.0433346,0.0433212,0.000558971,1,0.0437391,905,0,40,dynamic,1848009,1357177,1110134
2025-07-09-14:44:43,Octree,Point,MortonEncoder3D,12219779,neighborsPtr,circle,0.5,10000,random,5,0.16691,0.033382,0.0332825,0.00160862,1,0.0333418,49,0,40,dynamic,691221,999463,586047
2025-07-09-14:44:43,Octree,Point,MortonEncoder3D,12219779,neighborsPtr,circle,1,10000,random,5,0.204852,0.0409704,0.0409586,0.000405595,1,0.0423542,197,0,40,dynamic,939085,1337718,794196
2025-07-09-14:44:43,Octree,Point,MortonEncoder3D,12219779,neighborsPtr,circle,2,10000,random,5,0.337658,0.0675316,0.0675863,0.000486851,1,0.0674367,767,0,40,dynamic,1548756,2136272,1315967
2025-07-09-14:44:44,Octree,Point,MortonEncoder3D,12219779,neighborsPtr,circle,3,10000,random,5,0.512039,0.102408,0.102504,0.000361239,1,0.0993696,1683,0,40,dynamic,974756,1321841,789394
2025-07-09-14:44:44,Octree,Point,MortonEncoder3D,12219779,neighborsPtr,sphere,0.5,10000,random,5,0.035605,0.00712099,0.00706432,0.000126527,1,0.00990357,20,0,40,dynamic,177171,243804,147560
2025-07-09-14:44:44,Octree,Point,MortonEncoder3D,12219779,neighborsPtr,sphere,1,10000,random,5,0.0719041,0.0143808,0.0135853,0.00169226,1,0.0134439,87,0,40,dynamic,312241,430991,274718
2025-07-09-14:44:44,Octree,Point,MortonEncoder3D,12219779,neighborsPtr,sphere,2,10000,random,5,0.162159,0.0324318,0.0319755,0.00216398,1,0.032264,377,0,40,dynamic,695002,919580,621053
2025-07-09-14:44:45,Octree,Point,MortonEncoder3D,12219779,neighborsPtr,sphere,3,10000,random,5,0.281885,0.056377,0.0553294,0.00239298,1,0.0552125,908,0,40,dynamic,1266491,1645271,1120442
2025-07-09-14:44:45,Octree,Point,MortonEncoder3D,12219779,neighborsPtr,square,0.5,10000,random,5,0.139499,0.0278999,0.0275598,0.000740532,1,0.0277561,61,0,40,dynamic,726770,1027104,603360
2025-07-09-14:44:45,Octree,Point,MortonEncoder3D,12219779,neighborsPtr,square,1,10000,random,5,0.192624,0.0385248,0.0385499,0.000364729,1,0.0381655,248,0,40,dynamic,955371,1334875,834463
2025-07-09-14:44:46,Octree,Point,MortonEncoder3D,12219779,neighborsPtr,square,2,10000,random,5,0.322949,0.0645898,0.0646406,0.000519108,1,0.0640442,965,0,40,dynamic,1577504,2133730,1363094
2025-07-09-14:44:46,Octree,Point,MortonEncoder3D,12219779,neighborsPtr,square,3,10000,random,5,0.482118,0.0964235,0.0965399,0.000789495,1,0.0959119,2114,0,40,dynamic,2460901,3238180,1977510
2025-07-09-14:44:46,Octree,Point,MortonEncoder3D,12219779,neighborsPtr,cube,0.5,10000,random,5,0.0352806,0.00705611,0.00707453,3.89971e-05,1,0.00714508,28,0,40,dynamic,174788,240437,146334
2025-07-09-14:44:46,Octree,Point,MortonEncoder3D,12219779,neighborsPtr,cube,1,10000,random,5,0.066781,0.0133562,0.0133552,7.04164e-05,1,0.013209,120,0,40,dynamic,317877,426681,275441
2025-07-09-14:44:46,Octree,Point,MortonEncoder3D,12219779,neighborsPtr,cube,2,10000,random,5,0.149864,0.0299727,0.0300064,0.000110833,1,0.0300324,541,0,40,dynamic,724740,917663,621456
2025-07-09-14:44:47,Octree,Point,MortonEncoder3D,12219779,neighborsPtr,cube,3,10000,random,5,0.2717,0.0543401,0.0542965,0.000225539,1,0.0542141,1336,0,40,dynamic,1353118,1678812,1115819
2025-07-09-14:44:47,LinearOctree,Point,MortonEncoder3D,12219779,neighbors,circle,0.5,10000,random,5,0.070402,0.0140804,0.0139987,0.00024299,1,0.0152796,49,0,40,dynamic,506553,628912,369337
2025-07-09-14:44:47,LinearOctree,Point,MortonEncoder3D,12219779,neighbors,circle,1,10000,random,5,0.102332,0.0204664,0.0204166,0.000223719,1,0.0202323,197,0,40,dynamic,688353,862876,518736
2025-07-09-14:44:47,LinearOctree,Point,MortonEncoder3D,12219779,neighbors,circle,2,10000,random,5,0.179487,0.0358974,0.0357164,0.000269347,1,0.0358033,767,0,40,dynamic,1129464,1416564,875412
