date,octree,npoints,operation,kernel,radius,num_searches,repeats,accumulated,mean,median,stdev,used_warmup
2024-11-29-11:08:30,pointer <Lpoint> sorted,10000000,neighSearch,Circle,2.5,1000,5,2.62499,0.524997,0.526647,0.00489021,1
2024-11-29-11:08:32,pointer <Lpoint> sorted,10000000,neighSearch,Cube,2.5,1000,5,1.96447,0.392894,0.393067,0.00533957,1
2024-11-29-11:08:35,pointer <Lpoint> sorted,10000000,neighSearch,Square,2.5,1000,5,2.83962,0.567924,0.567975,0.000690835,1
2024-11-29-11:08:46,pointer <Lpoint> sorted,10000000,neighSearch,Sphere,5,1000,5,6.46182,1.29236,1.29364,0.00686385,1
2024-11-29-11:08:56,pointer <Lpoint> sorted,10000000,neighSearch,Circle,5,1000,5,8.15489,1.63098,1.62928,0.00556895,1
2024-11-29-11:09:04,pointer <Lpoint> sorted,10000000,neighSearch,Cube,5,1000,5,7.12746,1.42549,1.42229,0.00724062,1
2024-11-29-11:09:18,pointer <Lpoint> sorted,10000000,neighSearch,Square,5,1000,5,11.7213,2.34427,1.76028,1.17277,1
2024-11-29-11:09:45,pointer <Lpoint> sorted,10000000,neighSearch,Sphere,10,1000,5,22.9675,4.5935,4.60043,0.0202582,1
2024-11-29-11:10:20,pointer <Lpoint> sorted,10000000,neighSearch,Circle,10,1000,5,26.0529,5.21058,5.19847,0.0484493,1
2024-11-29-11:10:53,pointer <Lpoint> sorted,10000000,neighSearch,Cube,10,1000,5,25.6828,5.13655,5.1325,0.0312853,1
2024-11-29-11:11:30,pointer <Lpoint> sorted,10000000,neighSearch,Square,10,1000,5,28.5189,5.70378,5.72464,0.0421833,1
2024-11-29-11:11:30,pointer <Lpoint> sorted,10000000,numNeighSearch,Sphere,0.5,1000,5,0.0191808,0.00383617,0.00439761,0.00188609,1
2024-11-29-11:11:30,pointer <Lpoint> sorted,10000000,numNeighSearch,Circle,0.5,1000,5,0.0170344,0.00340688,0.00375029,0.000638394,1
2024-11-29-11:11:30,pointer <Lpoint> sorted,10000000,numNeighSearch,Cube,0.5,1000,5,0.0131962,0.00263924,0.00288686,0.000744467,1
2024-11-29-11:11:30,pointer <Lpoint> sorted,10000000,numNeighSearch,Square,0.5,1000,5,0.0177249,0.00354498,0.00346649,0.00114818,1
2024-11-29-11:11:30,pointer <Lpoint> sorted,10000000,numNeighSearch,Sphere,1,1000,5,0.0158863,0.00317727,0.00296885,0.000739208,1
2024-11-29-11:11:31,pointer <Lpoint> sorted,10000000,numNeighSearch,Circle,1,1000,5,0.0229363,0.00458726,0.00422944,0.000619224,1
2024-11-29-11:11:31,pointer <Lpoint> sorted,10000000,numNeighSearch,Cube,1,1000,5,0.011903,0.00238061,0.00236782,0.000376573,1
2024-11-29-11:11:31,pointer <Lpoint> sorted,10000000,numNeighSearch,Square,1,1000,5,0.0200328,0.00400657,0.0040442,0.000384357,1
2024-11-29-11:11:31,pointer <Lpoint> sorted,10000000,numNeighSearch,Sphere,2.5,1000,5,0.0364291,0.00728583,0.00715589,0.000564891,1
2024-11-29-11:11:31,pointer <Lpoint> sorted,10000000,numNeighSearch,Circle,2.5,1000,5,0.0557764,0.0111553,0.0110561,0.000700345,1
2024-11-29-11:11:31,pointer <Lpoint> sorted,10000000,numNeighSearch,Cube,2.5,1000,5,0.0357331,0.00714662,0.00704828,0.000619226,1
2024-11-29-11:11:31,pointer <Lpoint> sorted,10000000,numNeighSearch,Square,2.5,1000,5,0.0501588,0.0100318,0.00978818,0.00117152,1
2024-11-29-11:11:31,pointer <Lpoint> sorted,10000000,numNeighSearch,Sphere,5,1000,5,0.11023,0.0220461,0.0214561,0.00134039,1
2024-11-29-11:11:31,pointer <Lpoint> sorted,10000000,numNeighSearch,Circle,5,1000,5,0.143859,0.0287718,0.0284523,0.00100511,1
2024-11-29-11:11:31,pointer <Lpoint> sorted,10000000,numNeighSearch,Cube,5,1000,5,0.117197,0.0234394,0.022752,0.00116753,1
2024-11-29-11:11:34,pointer <Lpoint> sorted,10000000,numNeighSearch,Square,5,1000,5,3.07448,0.614896,0.0272618,1.17492,1
2024-11-29-11:11:35,pointer <Lpoint> sorted,10000000,numNeighSearch,Sphere,10,1000,5,0.454182,0.0908365,0.0914451,0.00765365,1
2024-11-29-11:11:35,pointer <Lpoint> sorted,10000000,numNeighSearch,Circle,10,1000,5,0.425705,0.085141,0.0855161,0.00158625,1
2024-11-29-11:11:36,pointer <Lpoint> sorted,10000000,numNeighSearch,Cube,10,1000,5,0.429965,0.085993,0.0860582,0.0013515,1
2024-11-29-11:11:36,pointer <Lpoint> sorted,10000000,numNeighSearch,Square,10,1000,5,0.422747,0.0845494,0.0827219,0.00274912,1
2024-11-29-11:11:38,pointer <Lpoint64> unsorted,10000000,neighSearch,Sphere,0.5,1000,5,0.0893902,0.017878,0.0182174,0.000818234,1
2024-11-29-11:11:38,pointer <Lpoint64> unsorted,10000000,neighSearch,Circle,0.5,1000,5,0.222087,0.0444173,0.0437449,0.00169768,1
2024-11-29-11:11:38,pointer <Lpoint64> unsorted,10000000,neighSearch,Cube,0.5,1000,5,0.102712,0.0205423,0.0199694,0.00110914,1
2024-11-29-11:11:38,pointer <Lpoint64> unsorted,10000000,neighSearch,Square,0.5,1000,5,0.256763,0.0513527,0.0512977,0.000732653,1
2024-11-29-11:11:39,pointer <Lpoint64> unsorted,10000000,neighSearch,Sphere,1,1000,5,0.340613,0.0681226,0.0692415,0.0048768,1
2024-11-29-11:11:40,pointer <Lpoint64> unsorted,10000000,neighSearch,Circle,1,1000,5,0.659457,0.131891,0.131795,0.00186635,1
2024-11-29-11:11:40,pointer <Lpoint64> unsorted,10000000,neighSearch,Cube,1,1000,5,0.403183,0.0806366,0.0798113,0.00247735,1
2024-11-29-11:11:41,pointer <Lpoint64> unsorted,10000000,neighSearch,Square,1,1000,5,0.763015,0.152603,0.154305,0.00299162,1
2024-11-29-11:11:43,pointer <Lpoint64> unsorted,10000000,neighSearch,Sphere,2.5,1000,5,1.85174,0.370349,0.365284,0.0184434,1
2024-11-29-11:11:46,pointer <Lpoint64> unsorted,10000000,neighSearch,Circle,2.5,1000,5,2.54142,0.508284,0.506555,0.00424318,1
2024-11-29-11:11:49,pointer <Lpoint64> unsorted,10000000,neighSearch,Cube,2.5,1000,5,2.05412,0.410825,0.411478,0.00231278,1
2024-11-29-11:11:52,pointer <Lpoint64> unsorted,10000000,neighSearch,Square,2.5,1000,5,2.82225,0.564449,0.564848,0.00299118,1
2024-11-29-11:12:00,pointer <Lpoint64> unsorted,10000000,neighSearch,Sphere,5,1000,5,6.46766,1.29353,1.29047,0.0106073,1
2024-11-29-11:12:12,pointer <Lpoint64> unsorted,10000000,neighSearch,Circle,5,1000,5,10.9021,2.18042,1.59871,1.17034,1
2024-11-29-11:12:21,pointer <Lpoint64> unsorted,10000000,neighSearch,Cube,5,1000,5,7.52378,1.50476,1.50611,0.00620289,1
2024-11-29-11:12:32,pointer <Lpoint64> unsorted,10000000,neighSearch,Square,5,1000,5,8.7548,1.75096,1.75276,0.00564276,1
2024-11-29-11:13:03,pointer <Lpoint64> unsorted,10000000,neighSearch,Sphere,10,1000,5,25.976,5.1952,4.60509,1.1748,1
