date,octree,point_type,encoder,npoints,operation,kernel,radius,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2025-06-01-10:37:59,linOct,Point,MortonEncoder3D,12219779,neighbors,Square,0.5,10000,random,5,0.0762136,0.0152427,0.0151165,0.000259401,1,0.0154633,61,0,40,dynamic
2025-06-01-10:37:59,linOct,Point,MortonEncoder3D,12219779,neighbors,Cube,0.5,10000,random,5,0.0187999,0.00375997,0.00376776,2.53564e-05,1,0.00377902,28,0,40,dynamic
2025-06-01-10:37:59,linOct,Point,MortonEncoder3D,12219779,neighborsPrune,Circle,0.5,10000,random,5,0.0695114,0.0139023,0.0138392,0.000148795,1,0.0139043,49,0,40,dynamic
2025-06-01-10:37:59,linOct,Point,MortonEncoder3D,12219779,neighborsPrune,Sphere,0.5,10000,random,5,0.0168647,0.00337295,0.00336056,3.14787e-05,1,0.00343551,20,0,40,dynamic
2025-06-01-10:37:59,linOct,Point,MortonEncoder3D,12219779,neighborsPrune,Square,0.5,10000,random,5,0.0743202,0.014864,0.0147522,0.000184371,1,0.01495,61,0,40,dynamic
2025-06-01-10:37:59,linOct,Point,MortonEncoder3D,12219779,neighborsPrune,Cube,0.5,10000,random,5,0.0182734,0.00365469,0.0036669,1.83886e-05,1,0.00376505,28,0,40,dynamic
2025-06-01-10:37:59,linOct,Point,MortonEncoder3D,12219779,neighborsStruct,Circle,0.5,10000,random,5,0.0678308,0.0135662,0.0134837,0.000151565,1,0.0136734,49,0,40,dynamic
2025-06-01-10:37:59,linOct,Point,MortonEncoder3D,12219779,neighborsStruct,Sphere,0.5,10000,random,5,0.0170424,0.00340847,0.00340813,1.12084e-05,1,0.00343522,20,0,40,dynamic
2025-06-01-10:37:59,linOct,Point,MortonEncoder3D,12219779,neighborsStruct,Square,0.5,10000,random,5,0.0700375,0.0140075,0.0139202,0.000158803,1,0.0140822,61,0,40,dynamic
2025-06-01-10:37:59,linOct,Point,MortonEncoder3D,12219779,neighborsStruct,Cube,0.5,10000,random,5,0.0182697,0.00365394,0.00366438,2.47413e-05,1,0.00367269,28,0,40,dynamic
2025-06-01-10:37:59,linOct,Point,MortonEncoder3D,12219779,neighbors,Circle,1,10000,random,5,0.104924,0.0209848,0.0209193,0.00020595,1,0.0209949,197,0,40,dynamic
2025-06-01-10:37:59,linOct,Point,MortonEncoder3D,12219779,neighbors,Sphere,1,10000,random,5,0.0356302,0.00712604,0.00711695,6.32757e-05,1,0.00710187,87,0,40,dynamic
2025-06-01-10:37:59,linOct,Point,MortonEncoder3D,12219779,neighbors,Square,1,10000,random,5,0.108272,0.0216544,0.0216622,0.000220271,1,0.0215913,248,0,40,dynamic
2025-06-01-10:38:00,linOct,Point,MortonEncoder3D,12219779,neighbors,Cube,1,10000,random,5,0.0367007,0.00734013,0.00735112,5.09963e-05,1,0.00737478,120,0,40,dynamic
2025-06-01-10:38:00,linOct,Point,MortonEncoder3D,12219779,neighborsPrune,Circle,1,10000,random,5,0.0981422,0.0196284,0.0195655,0.000190641,1,0.0197263,197,0,40,dynamic
2025-06-01-10:38:00,linOct,Point,MortonEncoder3D,12219779,neighborsPrune,Sphere,1,10000,random,5,0.0314024,0.00628049,0.00625818,4.87767e-05,1,0.0062575,87,0,40,dynamic
2025-06-01-10:38:00,linOct,Point,MortonEncoder3D,12219779,neighborsPrune,Square,1,10000,random,5,0.106765,0.0213531,0.0213985,0.000266824,1,0.0212171,248,0,40,dynamic
2025-06-01-10:38:00,linOct,Point,MortonEncoder3D,12219779,neighborsPrune,Cube,1,10000,random,5,0.0359201,0.00718401,0.00717525,5.16179e-05,1,0.00720253,120,0,40,dynamic
2025-06-01-10:38:00,linOct,Point,MortonEncoder3D,12219779,neighborsStruct,Circle,1,10000,random,5,0.0962485,0.0192497,0.0192907,0.000190046,1,0.0192118,197,0,40,dynamic
2025-06-01-10:38:00,linOct,Point,MortonEncoder3D,12219779,neighborsStruct,Sphere,1,10000,random,5,0.0311628,0.00623256,0.00622038,2.91408e-05,1,0.00621681,87,0,40,dynamic
2025-06-01-10:38:00,linOct,Point,MortonEncoder3D,12219779,neighborsStruct,Square,1,10000,random,5,0.102662,0.0205325,0.020265,0.000864215,1,0.0200509,248,0,40,dynamic
2025-06-01-10:38:00,linOct,Point,MortonEncoder3D,12219779,neighborsStruct,Cube,1,10000,random,5,0.0345442,0.00690884,0.00690416,3.63366e-05,1,0.00708477,120,0,40,dynamic
2025-06-01-10:38:00,linOct,Point,MortonEncoder3D,12219779,neighbors,Circle,2,10000,random,5,0.183886,0.0367772,0.0364224,0.00133499,1,0.0362485,767,0,40,dynamic
2025-06-01-10:38:00,linOct,Point,MortonEncoder3D,12219779,neighbors,Sphere,2,10000,random,5,0.0755386,0.0151077,0.0150768,7.61202e-05,1,0.0151829,377,0,40,dynamic
2025-06-01-10:38:01,linOct,Point,MortonEncoder3D,12219779,neighbors,Square,2,10000,random,5,0.170443,0.0340886,0.0339556,0.000442099,1,0.0336189,965,0,40,dynamic
